Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.513393,0.515625,0.513393,0.513393,0.420087,117258400.0
1980-12-15,0.488839,0.488839,0.48660699999999996,0.48660699999999996,0.398169,43971200.0
1980-12-16,0.453125,0.453125,0.45089300000000004,0.45089300000000004,0.368946,26432000.0
1980-12-17,0.462054,0.464286,0.462054,0.462054,0.378078,21610400.0
1980-12-18,0.475446,0.477679,0.475446,0.475446,0.38903699999999997,18362400.0
1980-12-19,0.504464,0.506696,0.504464,0.504464,0.41278100000000006,12157600.0
1980-12-22,0.529018,0.53125,0.529018,0.529018,0.43287200000000003,9340800.0
1980-12-23,0.551339,0.553571,0.551339,0.551339,0.451137,11737600.0
1980-12-24,0.580357,0.582589,0.580357,0.580357,0.47488100000000005,12000800.0
1980-12-26,0.633929,0.636161,0.633929,0.633929,0.518716,13893600.0
1980-12-29,0.642857,0.645089,0.642857,0.642857,0.526022,23290400.0
1980-12-30,0.629464,0.629464,0.627232,0.627232,0.5132369999999999,17220000.0
1980-12-31,0.611607,0.611607,0.609375,0.609375,0.498625,8937600.0
1981-01-02,0.616071,0.620536,0.616071,0.616071,0.504104,5415200.0
1981-01-05,0.604911,0.604911,0.602679,0.602679,0.49314600000000003,8932000.0
1981-01-06,0.578125,0.578125,0.575893,0.575893,0.471228,11289600.0
1981-01-07,0.553571,0.553571,0.551339,0.551339,0.451137,13921600.0
1981-01-08,0.542411,0.542411,0.540179,0.540179,0.44200500000000004,9956800.0
1981-01-09,0.569196,0.571429,0.569196,0.569196,0.46574899999999997,5376000.0
1981-01-12,0.569196,0.569196,0.564732,0.564732,0.462096,5924800.0
1981-01-13,0.546875,0.546875,0.544643,0.544643,0.445658,5762400.0
1981-01-14,0.546875,0.549107,0.546875,0.546875,0.447484,3572800.0
1981-01-15,0.558036,0.5625,0.558036,0.558036,0.45661599999999997,3516800.0
1981-01-16,0.555804,0.555804,0.553571,0.553571,0.452963,3348800.0
1981-01-19,0.587054,0.589286,0.587054,0.587054,0.48036,10393600.0
1981-01-20,0.571429,0.571429,0.569196,0.569196,0.46574899999999997,7520800.0
1981-01-21,0.580357,0.584821,0.580357,0.580357,0.47488100000000005,3976000.0
1981-01-22,0.587054,0.591518,0.587054,0.587054,0.48036,8887200.0
1981-01-23,0.587054,0.589286,0.584821,0.584821,0.478534,2805600.0
1981-01-26,0.578125,0.578125,0.575893,0.575893,0.471228,6160000.0
1981-01-27,0.575893,0.575893,0.571429,0.571429,0.467575,5924800.0
1981-01-28,0.555804,0.555804,0.553571,0.553571,0.452963,7039200.0
1981-01-29,0.535714,0.535714,0.533482,0.533482,0.436525,10976000.0
1981-01-30,0.508929,0.508929,0.504464,0.504464,0.41278100000000006,11547200.0
1981-02-02,0.477679,0.477679,0.475446,0.475446,0.38903699999999997,5941600.0
1981-02-03,0.493304,0.495536,0.493304,0.493304,0.403649,4788000.0
1981-02-04,0.511161,0.513393,0.511161,0.511161,0.418261,6966400.0
1981-02-05,0.511161,0.515625,0.511161,0.511161,0.418261,1982400.0
1981-02-06,0.513393,0.515625,0.513393,0.513393,0.420087,3466400.0
1981-02-09,0.491071,0.491071,0.48660699999999996,0.48660699999999996,0.398169,4188800.0
1981-02-10,0.48660699999999996,0.488839,0.48660699999999996,0.48660699999999996,0.398169,4586400.0
1981-02-11,0.473214,0.473214,0.47098199999999996,0.47098199999999996,0.385384,3460800.0
1981-02-12,0.46875,0.46875,0.46651800000000004,0.46651800000000004,0.381731,3640000.0
1981-02-13,0.459821,0.459821,0.45535699999999996,0.45535699999999996,0.37259899999999996,2788800.0
1981-02-17,0.46651800000000004,0.46875,0.46651800000000004,0.46651800000000004,0.381731,3068800.0
1981-02-18,0.48660699999999996,0.491071,0.48660699999999996,0.48660699999999996,0.398169,4810400.0
1981-02-19,0.459821,0.459821,0.457589,0.457589,0.374425,5577600.0
1981-02-20,0.43526800000000004,0.43526800000000004,0.433036,0.433036,0.35433400000000004,6092800.0
1981-02-23,0.43973199999999996,0.441964,0.43973199999999996,0.43973199999999996,0.35981399999999997,3528000.0
1981-02-24,0.428571,0.428571,0.42410699999999996,0.42410699999999996,0.347028,4244800.0
1981-02-25,0.45089300000000004,0.453125,0.45089300000000004,0.45089300000000004,0.368946,4872000.0
1981-02-26,0.457589,0.459821,0.457589,0.457589,0.374425,2710400.0
1981-02-27,0.473214,0.477679,0.473214,0.473214,0.38721,3690400.0
1981-03-02,0.475446,0.477679,0.475446,0.475446,0.38903699999999997,2940000.0
1981-03-03,0.47098199999999996,0.47098199999999996,0.46875,0.46875,0.383558,4043200.0
1981-03-04,0.46651800000000004,0.46651800000000004,0.464286,0.464286,0.379905,3427200.0
1981-03-05,0.464286,0.464286,0.462054,0.462054,0.378078,1344000.0
1981-03-06,0.462054,0.462054,0.457589,0.457589,0.374425,2900800.0
1981-03-09,0.42410699999999996,0.42410699999999996,0.421875,0.421875,0.345202,3830400.0
1981-03-10,0.404018,0.404018,0.40178600000000003,0.40178600000000003,0.328764,7095200.0
1981-03-11,0.390625,0.390625,0.38616100000000003,0.38616100000000003,0.31597800000000004,7464800.0
1981-03-12,0.40178600000000003,0.404018,0.40178600000000003,0.40178600000000003,0.328764,14812000.0
1981-03-13,0.399554,0.399554,0.397321,0.397321,0.32511100000000004,57825600.0
1981-03-16,0.412946,0.417411,0.412946,0.412946,0.33789600000000003,9307200.0
